Year,Month,Day,Tmin,Tmax
2017,7,13,15.09,21.29
2017,7,14,15.78,21.96
2017,7,15,15.04,21.19
2017,7,16,15.21,21.35
2017,7,17,14.96,21.06
2017,7,18,15.03,21.11
2017,7,19,14.97,21.03
2017,7,20,15.09,21.12
2017,7,21,15.3,21.31
2017,7,22,15.43,21.42
2017,7,23,14.92,20.88
2017,7,24,14.97,20.91
2017,7,25,14.31,20.23
2017,7,26,14.64,20.52
2017,7,27,14.94,20.81
2017,7,28,14.86,20.71
2017,7,29,14.58,20.4
2017,7,30,14.76,20.55
2017,7,31,14.56,20.33
2017,8,1,14.74,20.49
2017,8,2,14.36,20.09
2017,8,3,14.07,19.77
2017,8,4,14.24,19.92
2017,8,5,13.03,18.69
2017,8,6,14.11,19.75
2017,8,7,12.63,18.25
2017,8,8,13.22,18.82
2017,8,9,13.91,19.49
2017,8,10,13.84,19.4
2017,8,11,13.18,18.72
2017,8,12,13.25,18.77
2017,8,13,13.9,19.4
2017,8,14,13.16,18.64
2017,8,15,14.02,19.49
2017,8,16,13.15,18.59
2017,8,17,13.2,18.62
2017,8,18,13.53,18.94
2017,8,19,12.91,18.3
2017,8,20,12.42,17.79
2017,8,21,12.63,17.99
2017,8,22,12.55,17.89
2017,8,23,11.99,17.31
2017,8,24,12.27,17.58
2017,8,25,12.0,17.29
2017,8,26,12.47,17.75
2017,8,27,12.05,17.32
2017,8,28,11.83,17.08
2017,8,29,11.78,17.02
2017,8,30,11.79,17.01
2017,8,31,11.81,17.02
2017,9,1,11.13,16.32
2017,9,2,11.0,16.18
2017,9,3,11.63,16.8
2017,9,4,10.98,16.14
2017,9,5,10.51,15.66
2017,9,6,11.04,16.18
2017,9,7,10.93,16.05
2017,9,8,10.11,15.22
2017,9,9,10.6,15.71
2017,9,10,10.65,15.75
2017,9,11,10.4,15.49
2017,9,12,10.37,15.45
2017,9,13,9.53,14.6
2017,9,14,10.01,15.07
2017,9,15,9.66,14.71
2017,9,16,9.47,14.51
2017,9,17,9.81,14.85
2017,9,18,9.89,14.93
2017,9,19,9.87,14.9
2017,9,20,9.57,14.6
2017,9,21,8.94,13.96
2017,9,22,8.97,13.99
2017,9,23,8.98,14.0
2017,9,24,8.62,13.64
2017,9,25,8.49,13.5
2017,9,26,8.6,13.61
2017,9,27,8.16,13.16
2017,9,28,7.79,12.79
2017,9,29,7.77,12.77
2017,9,30,8.0,13.0
2017,10,1,7.64,12.64
2017,10,2,7.63,12.63
2017,10,3,7.61,12.61
2017,10,4,7.11,12.11
2017,10,5,7.37,12.37
2017,10,6,7.1,12.11
2017,10,7,6.4,11.41
2017,10,8,7.2,12.21
2017,10,9,6.39,11.4
2017,10,10,5.85,10.87
2017,10,11,5.93,10.95
2017,10,12,5.81,10.83
2017,10,13,6.05,11.08
2017,10,14,5.8,10.84
2017,10,15,5.65,10.69
2017,10,16,5.85,10.9
2017,10,17,5.62,10.68
2017,10,18,5.48,10.55
2017,10,19,5.39,10.46
2017,10,20,5.33,10.41
2017,10,21,4.25,9.34
2017,10,22,4.73,9.83
2017,10,23,3.97,9.07
2017,10,24,4.62,9.73
2017,10,25,4.48,9.6
2017,10,26,4.72,9.86
2017,10,27,4.65,9.79
2017,10,28,4.18,9.34
2017,10,29,3.81,8.98
2017,10,30,4.03,9.22
2017,10,31,3.56,8.76
2017,11,1,3.63,8.83
2017,11,2,3.85,9.08
2017,11,3,3.2,8.43
2017,11,4,3.56,8.81
2017,11,5,3.4,8.66
2017,11,6,2.72,7.99
2017,11,7,3.28,8.57
2017,11,8,3.07,8.38
2017,11,9,2.75,8.08
2017,11,10,2.35,7.69
2017,11,11,2.21,7.56
2017,11,12,2.21,7.59
2017,11,13,2.49,7.88
2017,11,14,1.86,7.27
2017,11,15,2.25,7.68
2017,11,16,1.56,7.01
2017,11,17,1.83,7.3
2017,11,18,1.84,7.33
2017,11,19,2.57,8.07
2017,11,20,1.14,6.66
2017,11,21,2.05,7.59
2017,11,22,1.5,7.06
2017,11,23,1.5,7.08
2017,11,24,1.31,6.92
2017,11,25,1.34,6.97
2017,11,26,1.05,6.7
2017,11,27,1.54,7.2
2017,11,28,0.79,6.48
2017,11,29,1.27,6.98
2017,11,30,0.58,6.31
2017,12,1,0.71,6.46
2017,12,2,0.28,6.06
2017,12,3,0.75,6.55
2017,12,4,1.03,6.85
2017,12,5,0.44,6.28
2017,12,6,0.33,6.2
2017,12,7,-0.05,5.84
2017,12,8,0.2,6.12
2017,12,9,-0.33,5.61
2017,12,10,-0.14,5.82
2017,12,11,0.2,6.19
2017,12,12,0.54,6.55
2017,12,13,1.01,7.05
2017,12,14,-0.22,5.84
2017,12,15,0.45,6.53
2017,12,16,-0.01,6.1
2017,12,17,-0.19,5.95
2017,12,18,-0.02,6.14
2017,12,19,-0.18,6.0
2017,12,20,-0.2,6.02
2017,12,21,-0.41,5.83
2017,12,22,-0.78,5.48
2017,12,23,-0.85,5.43
2017,12,24,-0.11,6.21
2017,12,25,-0.45,5.89
2017,12,26,-0.58,5.78
2017,12,27,-0.39,6.0
2017,12,28,-0.12,6.29
2017,12,29,-0.35,6.09
2017,12,30,-0.65,5.82
2017,12,31,0.0,6.5
2018,1,1,0.2,6.73
2018,1,2,-0.18,6.37
2018,1,3,-0.01,6.57
2018,1,4,0.09,6.69
2018,1,5,0.06,6.69
2018,1,6,-0.12,6.54
2018,1,7,-0.11,6.57
2018,1,8,-0.12,6.58
2018,1,9,-0.67,6.06
2018,1,10,-0.03,6.73
2018,1,11,-0.73,6.05
2018,1,12,-0.51,6.3
2018,1,13,0.25,7.08
2018,1,14,0.12,6.97
2018,1,15,0.37,7.25
2018,1,16,-0.21,6.69
2018,1,17,-0.49,6.45
2018,1,18,-0.13,6.82
2018,1,19,0.03,7.01
2018,1,20,0.06,7.06
2018,1,21,0.47,7.5
2018,1,22,-0.01,7.05
2018,1,23,0.29,7.37
2018,1,24,-0.13,6.97
2018,1,25,0.42,7.55
2018,1,26,0.32,7.47
2018,1,27,0.11,7.28
2018,1,28,0.35,7.55
2018,1,29,0.43,7.65
2018,1,30,0.46,7.7
2018,1,31,1.24,8.5
2018,2,1,0.65,7.93
2018,2,2,0.67,7.97
2018,2,3,0.09,7.42
2018,2,4,0.58,7.93
2018,2,5,0.88,8.25
2018,2,6,0.8,8.2
2018,2,7,1.61,9.02
2018,2,8,1.14,8.58
2018,2,9,1.73,9.19
2018,2,10,1.39,8.86
2018,2,11,1.46,8.96
2018,2,12,1.51,9.02
2018,2,13,1.63,9.16
2018,2,14,2.32,9.87
2018,2,15,1.0,8.56
2018,2,16,1.2,8.79
2018,2,17,1.81,9.41
2018,2,18,2.1,9.72
2018,2,19,2.44,10.07
2018,2,20,2.46,10.11
2018,2,21,2.26,9.93
2018,2,22,2.86,10.54
2018,2,23,2.97,10.67
2018,2,24,2.78,10.49
2018,2,25,3.16,10.89
2018,2,26,3.02,10.77
2018,2,27,2.84,10.6
2018,2,28,3.39,11.17
2018,3,1,3.3,11.09
2018,3,2,3.38,11.18
2018,3,3,4.01,11.82
2018,3,4,2.75,10.58
2018,3,5,3.23,11.07
2018,3,6,3.43,11.28
2018,3,7,3.84,11.7
2018,3,8,4.0,11.87
2018,3,9,3.68,11.56
2018,3,10,3.99,11.88
2018,3,11,4.15,12.05
2018,3,12,5.44,13.35
2018,3,13,5.34,13.26
2018,3,14,4.69,12.62
2018,3,15,4.83,12.77
2018,3,16,4.69,12.63
2018,3,17,4.55,12.5
2018,3,18,5.31,13.26
2018,3,19,5.13,13.09
2018,3,20,5.58,13.54
2018,3,21,5.18,13.15
2018,3,22,5.6,13.58
2018,3,23,6.05,14.04
2018,3,24,6.26,14.25
2018,3,25,6.41,14.4
2018,3,26,5.94,13.93
2018,3,27,6.83,14.83
2018,3,28,6.39,14.38
2018,3,29,7.02,15.02
2018,3,30,6.93,14.93
2018,3,31,6.59,14.59
2018,4,1,7.1,15.1
2018,4,2,7.47,15.47
2018,4,3,7.69,15.69
2018,4,4,7.56,15.56
2018,4,5,8.28,16.28
2018,4,6,8.23,16.23
2018,4,7,7.93,15.92
2018,4,8,8.41,16.4
2018,4,9,8.96,16.95
2018,4,10,9.11,17.09
2018,4,11,8.12,16.1
2018,4,12,8.36,16.34
2018,4,13,9.34,17.31
2018,4,14,8.58,16.55
2018,4,15,8.62,16.58
2018,4,16,9.05,17.0
2018,4,17,9.49,17.44
2018,4,18,9.44,17.38
2018,4,19,9.38,17.31
2018,4,20,9.5,17.43
2018,4,21,9.62,17.53
2018,4,22,9.69,17.59
2018,4,23,10.92,18.82
2018,4,24,10.35,18.24
2018,4,25,10.69,18.56
2018,4,26,10.33,18.2
2018,4,27,10.56,18.41
2018,4,28,10.5,18.34
2018,4,29,9.94,17.77
2018,4,30,10.51,18.33
2018,5,1,10.48,18.29
2018,5,2,10.44,18.24
2018,5,3,10.93,18.71
2018,5,4,11.93,19.7
2018,5,5,11.57,19.32
2018,5,6,12.15,19.89
2018,5,7,11.95,19.68
2018,5,8,12.19,19.91
2018,5,9,11.72,19.41
2018,5,10,12.32,20.0
2018,5,11,12.5,20.17
2018,5,12,12.15,19.8
2018,5,13,12.66,20.29
2018,5,14,12.76,20.37
2018,5,15,12.47,20.07
2018,5,16,12.37,19.95
2018,5,17,12.45,20.01
2018,5,18,12.99,20.53
2018,5,19,13.17,20.7
2018,5,20,12.87,20.38
2018,5,21,13.25,20.74
2018,5,22,13.54,21.0
2018,5,23,13.64,21.09
2018,5,24,14.05,21.48
2018,5,25,14.04,21.45
2018,5,26,13.33,20.71
2018,5,27,14.35,21.71
2018,5,28,13.66,21.0
2018,5,29,14.29,21.61
2018,5,30,14.02,21.32
2018,5,31,13.93,21.2
2018,6,1,13.51,20.77
2018,6,2,14.15,21.39
2018,6,3,13.74,20.95
2018,6,4,14.69,21.87
2018,6,5,14.94,22.11
2018,6,6,14.2,21.34
2018,6,7,14.64,21.76
2018,6,8,14.34,21.43
2018,6,9,14.43,21.5
2018,6,10,14.97,22.02
2018,6,11,14.74,21.76
2018,6,12,15.41,22.41
2018,6,13,14.68,21.66
2018,6,14,15.25,22.2
2018,6,15,14.98,21.9
2018,6,16,15.26,22.16
2018,6,17,14.86,21.74
2018,6,18,15.04,21.89
2018,6,19,15.05,21.87
2018,6,20,14.83,21.63
2018,6,21,15.38,22.16
2018,6,22,15.41,22.16
2018,6,23,15.41,22.14
2018,6,24,15.77,22.46
2018,6,25,15.76,22.43
2018,6,26,15.14,21.78
2018,6,27,15.41,22.03
2018,6,28,15.08,21.67
2018,6,29,15.32,21.88
2018,6,30,15.11,21.65
2018,7,1,15.89,22.41
2018,7,2,15.46,21.95
2018,7,3,15.25,21.72
2018,7,4,15.75,22.19
2018,7,5,14.57,20.98
2018,7,6,14.62,21.01
2018,7,7,15.59,21.96
2018,7,8,15.33,21.66
2018,7,9,15.38,21.69
2018,7,10,14.82,21.1
2018,7,11,15.26,21.52
2018,7,12,15.95,22.18
2018,7,13,15.51,21.72
2018,7,14,15.26,21.44
2018,7,15,15.02,21.18
2018,7,16,15.01,21.14
2018,7,17,14.37,20.48
2018,7,18,15.18,21.26
2018,7,19,15.35,21.41
2018,7,20,14.46,20.5
2018,7,21,14.74,20.75
2018,7,22,14.53,20.51
2018,7,23,14.55,20.51
2018,7,24,14.86,20.8
2018,7,25,14.07,19.98
2018,7,26,14.96,20.85
2018,7,27,14.96,20.82
2018,7,28,14.55,20.39
2018,7,29,13.72,19.53
2018,7,30,14.18,19.97
2018,7,31,14.9,20.67
2018,8,1,13.43,19.18
2018,8,2,14.22,19.94
2018,8,3,13.86,19.56
2018,8,4,14.48,20.17
2018,8,5,13.89,19.56
2018,8,6,14.2,19.84
2018,8,7,14.18,19.8
2018,8,8,14.55,20.15
2018,8,9,13.76,19.34
2018,8,10,13.88,19.44
2018,8,11,13.15,18.69
2018,8,12,14.0,19.52
2018,8,13,13.23,18.73
2018,8,14,13.21,18.69
2018,8,15,13.31,18.77
2018,8,16,12.68,18.13
2018,8,17,13.22,18.64
2018,8,18,13.38,18.79
2018,8,19,13.05,18.44
2018,8,20,12.29,17.66
2018,8,21,12.7,18.06
2018,8,22,12.91,18.25
2018,8,23,11.89,17.21
2018,8,24,12.06,17.37
2018,8,25,12.64,17.93
2018,8,26,12.32,17.6
2018,8,27,12.26,17.53
2018,8,28,12.66,17.91
2018,8,29,12.06,17.3
2018,8,30,12.02,17.24
2018,8,31,12.62,17.83
2018,9,1,11.48,16.68
2018,9,2,11.16,16.35
2018,9,3,11.48,16.65
2018,9,4,11.36,16.52
2018,9,5,10.9,16.05
2018,9,6,10.61,15.74
2018,9,7,11.66,16.78
2018,9,8,10.84,15.95
2018,9,9,10.35,15.45
2018,9,10,10.8,15.89
2018,9,11,10.31,15.4
2018,9,12,10.14,15.22
2018,9,13,10.3,15.37
2018,9,14,9.52,14.58
2018,9,15,9.97,15.02
2018,9,16,10.38,15.43
2018,9,17,9.75,14.79
2018,9,18,9.32,14.36
2018,9,19,9.15,14.18
2018,9,20,9.05,14.08
2018,9,21,8.97,13.99
2018,9,22,8.8,13.81
2018,9,23,9.12,14.13
2018,9,24,8.06,13.07
2018,9,25,8.83,13.84
2018,9,26,8.26,13.27
2018,9,27,8.39,13.4
2018,9,28,7.73,12.73
2018,9,29,8.46,13.46
2018,9,30,8.29,13.29
2018,10,1,8.06,13.06
2018,10,2,7.06,12.06
2018,10,3,7.74,12.74
2018,10,4,7.46,12.46
2018,10,5,6.62,11.62
2018,10,6,7.04,12.05
2018,10,7,7.04,12.05
2018,10,8,6.97,11.98
2018,10,9,6.71,11.72
2018,10,10,6.61,11.63
2018,10,11,6.89,11.92
2018,10,12,6.67,11.7
2018,10,13,5.11,10.14
2018,10,14,5.87,10.9
2018,10,15,5.79,10.83
2018,10,16,5.1,10.15
2018,10,17,5.62,10.67
2018,10,18,5.89,10.95
2018,10,19,4.94,10.01
2018,10,20,5.31,10.39
2018,10,21,4.74,9.83
2018,10,22,4.7,9.8
2018,10,23,5.33,10.43
2018,10,24,4.49,9.61
2018,10,25,4.72,9.85
2018,10,26,3.78,8.92
2018,10,27,4.96,10.11
2018,10,28,4.4,9.56
2018,10,29,4.0,9.17
2018,10,30,4.15,9.33
2018,10,31,3.33,8.53
2018,11,1,4.12,9.33
2018,11,2,3.47,8.7
2018,11,3,3.4,8.64
2018,11,4,3.18,8.43
2018,11,5,3.04,8.3
2018,11,6,3.37,8.65
2018,11,7,3.11,8.4
2018,11,8,3.14,8.45
2018,11,9,2.8,8.12
2018,11,10,2.87,8.21
2018,11,11,2.44,7.8
2018,11,12,3.26,8.64
2018,11,13,1.83,7.22
2018,11,14,2.72,8.13
2018,11,15,2.66,8.08
2018,11,16,1.78,7.23
2018,11,17,2.76,8.23
2018,11,18,2.23,7.72
2018,11,19,2.13,7.64
2018,11,20,1.71,7.23
2018,11,21,1.53,7.08
2018,11,22,1.45,7.01
2018,11,23,1.57,7.16
2018,11,24,1.84,7.44
2018,11,25,1.33,6.96
2018,11,26,0.87,6.51
2018,11,27,1.4,7.06
2018,11,28,1.35,7.04
2018,11,29,1.18,6.89
2018,11,30,1.14,6.87
2018,12,1,0.71,6.47
2018,12,2,0.41,6.19
2018,12,3,0.37,6.17
2018,12,4,0.03,5.86
2018,12,5,0.63,6.47
2018,12,6,0.45,6.32
2018,12,7,0.27,6.16
2018,12,8,-0.67,5.25
2018,12,9,-0.13,5.81
2018,12,10,0.65,6.61
2018,12,11,-0.03,5.96
2018,12,12,0.28,6.3
2018,12,13,-0.38,5.66
2018,12,14,0.57,6.63
2018,12,15,-0.03,6.06
2018,12,16,0.08,6.2
2018,12,17,0.76,6.9
2018,12,18,0.44,6.6
2018,12,19,-0.23,5.96
2018,12,20,-0.36,5.85
2018,12,21,-0.3,5.94
2018,12,22,-0.03,6.23
2018,12,23,-0.27,6.02
2018,12,24,-0.39,5.92
2018,12,25,0.24,6.58
2018,12,26,-0.33,6.03
2018,12,27,0.5,6.89
2018,12,28,-0.29,6.13
2018,12,29,0.29,6.73
2018,12,30,-0.22,6.25
2018,12,31,-0.01,6.48
2019,1,1,-0.52,6.0
2019,1,2,-0.57,5.98
2019,1,3,-0.11,6.47
2019,1,4,0.08,6.68
2019,1,5,-0.25,6.38
2019,1,6,-0.7,5.95
2019,1,7,-0.72,5.96
2019,1,8,-0.73,5.98
2019,1,9,-0.83,5.9
2019,1,10,-0.15,6.6
2019,1,11,0.22,7.0
2019,1,12,-0.16,6.65
2019,1,13,-0.92,5.92
2019,1,14,-0.17,6.69
2019,1,15,-0.13,6.76
2019,1,16,0.7,7.6
2019,1,17,-0.51,6.42
2019,1,18,-0.1,6.85
2019,1,19,0.67,7.65
2019,1,20,0.27,7.27
2019,1,21,0.35,7.38
2019,1,22,0.24,7.29
2019,1,23,0.36,7.44
2019,1,24,0.57,7.67
2019,1,25,0.06,7.19
2019,1,26,0.71,7.86
2019,1,27,-0.03,7.15
2019,1,28,0.63,7.82
2019,1,29,0.64,7.85
2019,1,30,0.42,7.66
2019,1,31,0.69,7.95
2019,2,1,0.55,7.83
2019,2,2,0.46,7.76
2019,2,3,0.78,8.11
2019,2,4,0.59,7.94
2019,2,5,1.16,8.53
2019,2,6,0.72,8.11
2019,2,7,1.45,8.86
2019,2,8,0.87,8.3
2019,2,9,1.16,8.62
2019,2,10,1.23,8.7
2019,2,11,2.0,9.49
2019,2,12,1.73,9.25
2019,2,13,1.63,9.16
2019,2,14,1.97,9.52
2019,2,15,1.15,8.72
2019,2,16,1.97,9.55
2019,2,17,2.78,10.38
2019,2,18,2.22,9.84
2019,2,19,2.3,9.94
2019,2,20,2.57,10.22
2019,2,21,2.79,10.46
2019,2,22,1.88,9.57
2019,2,23,2.1,9.8
2019,2,24,2.86,10.58
2019,2,25,2.65,10.38
2019,2,26,3.47,11.21
2019,2,27,3.01,10.77
2019,2,28,2.55,10.33
2019,3,1,2.9,10.69
2019,3,2,2.49,10.3
2019,3,3,3.49,11.3
2019,3,4,3.62,11.45
2019,3,5,3.66,11.5
2019,3,6,4.3,12.15
2019,3,7,4.47,12.33
2019,3,8,4.11,11.98
2019,3,9,3.54,11.42
2019,3,10,4.63,12.52
2019,3,11,4.73,12.63
2019,3,12,4.77,12.68
2019,3,13,5.13,13.05
2019,3,14,4.51,12.43
2019,3,15,5.74,13.68
2019,3,16,4.83,12.77
2019,3,17,5.56,13.51
2019,3,18,4.84,12.79
2019,3,19,5.23,13.19
2019,3,20,6.22,14.18
2019,3,21,5.73,13.7
2019,3,22,6.24,14.22
2019,3,23,6.17,14.15
2019,3,24,6.18,14.16
2019,3,25,6.83,14.81
2019,3,26,6.4,14.39
2019,3,27,5.99,13.99
2019,3,28,6.47,14.46
2019,3,29,7.08,15.07
2019,3,30,7.16,15.16
2019,3,31,6.6,14.6
2019,4,1,7.03,15.03
2019,4,2,7.22,15.22
2019,4,3,7.43,15.43
2019,4,4,7.21,15.21
2019,4,5,7.61,15.6
2019,4,6,7.71,15.7
2019,4,7,8.37,16.36
2019,4,8,8.51,16.5
2019,4,9,8.31,16.3
2019,4,10,8.36,16.35
2019,4,11,8.68,16.66
2019,4,12,8.48,16.46
2019,4,13,8.5,16.47
2019,4,14,8.7,16.67
2019,4,15,8.94,16.9
2019,4,16,8.89,16.84
2019,4,17,9.48,17.43
2019,4,18,9.81,17.75
2019,4,19,9.13,17.06
2019,4,20,9.83,17.75
2019,4,21,9.87,17.78
2019,4,22,10.19,18.1
2019,4,23,10.2,18.09
2019,4,24,9.82,17.71
2019,4,25,10.01,17.89
2019,4,26,10.59,18.46
2019,4,27,11.06,18.92
2019,4,28,10.05,17.9
2019,4,29,11.07,18.9
2019,4,30,11.49,19.31
2019,5,1,11.14,18.95
2019,5,2,11.5,19.3
2019,5,3,11.18,18.96
2019,5,4,11.5,19.27
2019,5,5,11.09,18.85
2019,5,6,10.95,18.7
2019,5,7,12.22,19.94
2019,5,8,11.66,19.37
2019,5,9,11.95,19.65
2019,5,10,11.73,19.41
2019,5,11,11.83,19.5
2019,5,12,12.37,20.02
2019,5,13,12.28,19.91
2019,5,14,12.78,20.39
2019,5,15,12.9,20.5
2019,5,16,12.96,20.54
2019,5,17,13.03,20.59
2019,5,18,13.59,21.14
2019,5,19,12.76,20.29
2019,5,20,13.21,20.72
2019,5,21,13.72,21.21
2019,5,22,13.86,21.32
2019,5,23,13.01,20.45
2019,5,24,13.48,20.91
2019,5,25,14.15,21.56
2019,5,26,13.94,21.32
2019,5,27,13.91,21.27
2019,5,28,13.85,21.19
2019,5,29,13.87,21.19
2019,5,30,14.18,21.48
2019,5,31,14.06,21.34
2019,6,1,14.21,21.46
2019,6,2,14.32,21.55
2019,6,3,14.13,21.33
2019,6,4,14.62,21.8
2019,6,5,15.51,22.68
2019,6,6,13.93,21.07
2019,6,7,14.73,21.85
2019,6,8,14.41,21.5
2019,6,9,14.93,22.0
2019,6,10,14.8,21.85
2019,6,11,15.1,22.12
2019,6,12,15.3,22.29
2019,6,13,15.0,21.97
2019,6,14,15.37,22.32
2019,6,15,14.2,21.12
2019,6,16,15.62,22.52
2019,6,17,15.23,22.11
2019,6,18,15.51,22.36
2019,6,19,14.74,21.57
2019,6,20,14.91,21.71
2019,6,21,15.28,22.06
2019,6,22,15.25,22.0
2019,6,23,15.38,22.11
2019,6,24,15.69,22.38
2019,6,25,14.71,21.38
2019,6,26,15.69,22.33
2019,6,27,15.37,21.99
2019,6,28,15.31,21.9
2019,6,29,14.87,21.44
2019,6,30,15.57,22.12
2019,7,1,14.56,21.08
2019,7,2,15.64,22.13
2019,7,3,14.89,21.35
2019,7,4,15.43,21.87
2019,7,5,15.37,21.78
2019,7,6,15.81,22.2
2019,7,7,15.33,21.7
2019,7,8,15.14,21.48
2019,7,9,15.2,21.51
2019,7,10,15.81,22.09
2019,7,11,15.53,21.79
2019,7,12,15.19,21.42
2019,7,13,15.22,21.43
2019,7,14,14.73,20.92
2019,7,15,15.39,21.55
2019,7,16,14.61,20.74
2019,7,17,15.46,21.57
2019,7,18,15.21,21.29
2019,7,19,15.97,22.02
2019,7,20,14.71,20.74
2019,7,21,15.02,21.03
2019,7,22,15.64,21.63
2019,7,23,15.39,21.35
2019,7,24,14.68,20.62
2019,7,25,14.95,20.87
2019,7,26,14.83,20.72
2019,7,27,14.87,20.74
2019,7,28,14.48,20.32
2019,7,29,14.63,20.45
2019,7,30,14.05,19.84
2019,7,31,14.59,20.37
2019,8,1,14.64,20.39
2019,8,2,14.34,20.07
2019,8,3,13.78,19.49
2019,8,4,14.63,20.31
2019,8,5,14.34,20.0
2019,8,6,13.88,19.53
2019,8,7,13.97,19.59
2019,8,8,13.46,19.06
2019,8,9,13.55,19.13
2019,8,10,13.64,19.2
2019,8,11,14.18,19.72
2019,8,12,13.44,18.96
2019,8,13,13.8,19.3
2019,8,14,13.3,18.78
2019,8,15,13.49,18.95
2019,8,16,13.26,18.7
2019,8,17,13.52,18.95
2019,8,18,12.93,18.34
2019,8,19,12.47,17.87
2019,8,20,12.44,17.82
2019,8,21,12.64,18.0
2019,8,22,12.29,17.63
2019,8,23,12.77,18.09
2019,8,24,12.36,17.67
2019,8,25,13.25,18.54
2019,8,26,11.7,16.98
2019,8,27,12.27,17.53
2019,8,28,11.7,16.94
2019,8,29,11.81,17.04
2019,8,30,11.92,17.14
2019,8,31,10.94,16.15
2019,9,1,11.72,16.92
2019,9,2,12.19,17.37
2019,9,3,11.25,16.42
2019,9,4,11.38,16.54
2019,9,5,11.53,16.67
2019,9,6,10.99,16.13
2019,9,7,10.72,15.85
2019,9,8,10.01,15.12
2019,9,9,10.91,16.01
2019,9,10,10.52,15.61
2019,9,11,10.08,15.17
2019,9,12,10.35,15.43
2019,9,13,9.98,15.05
2019,9,14,9.87,14.93
2019,9,15,10.14,15.19
2019,9,16,9.33,14.38
2019,9,17,10.03,15.07
2019,9,18,9.05,14.08
2019,9,19,9.17,14.2
2019,9,20,9.95,14.97
2019,9,21,9.53,14.56
2019,9,22,9.04,14.06
2019,9,23,8.55,13.56
2019,9,24,8.56,13.57
2019,9,25,8.63,13.64
2019,9,26,8.49,13.49
2019,9,27,8.31,13.31
2019,9,28,8.2,13.2
2019,9,29,8.0,13.0
2019,9,30,7.43,12.43
2019,10,1,7.62,12.62
2019,10,2,7.99,12.99
2019,10,3,7.05,12.05
2019,10,4,7.33,12.33
2019,10,5,6.98,11.98
2019,10,6,7.17,12.17
2019,10,7,6.86,11.87
2019,10,8,7.38,12.39
2019,10,9,6.9,11.92
2019,10,10,6.13,11.15
2019,10,11,6.69,11.71
2019,10,12,6.05,11.08
2019,10,13,5.99,11.02
2019,10,14,6.17,11.21
2019,10,15,5.75,10.8
2019,10,16,6.11,11.16
2019,10,17,5.39,10.45
2019,10,18,5.32,10.38
2019,10,19,5.17,10.24
2019,10,20,5.08,10.16
2019,10,21,5.53,10.62
2019,10,22,5.24,10.33
2019,10,23,5.49,10.6
2019,10,24,5.56,10.67
2019,10,25,4.28,9.4
2019,10,26,4.54,9.68
2019,10,27,3.98,9.13
2019,10,28,3.99,9.15
2019,10,29,3.92,9.1
2019,10,30,3.65,8.84
2019,10,31,3.54,8.73
2019,11,1,3.74,8.94
2019,11,2,3.24,8.46
2019,11,3,3.85,9.08
2019,11,4,3.12,8.37
2019,11,5,4.31,9.57
2019,11,6,3.05,8.33
2019,11,7,3.12,8.42
2019,11,8,2.53,7.84
2019,11,9,3.48,8.8
2019,11,10,3.16,8.51
2019,11,11,2.77,8.13
2019,11,12,2.09,7.47
2019,11,13,2.53,7.93
2019,11,14,1.96,7.37
2019,11,15,2.77,8.2
2019,11,16,2.44,7.89
2019,11,17,2.1,7.56
2019,11,18,1.11,6.6
2019,11,19,1.53,7.03
2019,11,20,2.02,7.54
2019,11,21,2.12,7.66
2019,11,22,1.99,7.55
2019,11,23,0.96,6.54
2019,11,24,1.54,7.14
2019,11,25,1.7,7.33
2019,11,26,0.69,6.33
2019,11,27,1.18,6.85
2019,11,28,1.21,6.89
2019,11,29,0.93,6.64
2019,11,30,0.31,6.04
2019,12,1,0.78,6.53
2019,12,2,0.71,6.48
2019,12,3,0.7,6.5
2019,12,4,0.49,6.31
2019,12,5,0.47,6.31
2019,12,6,0.55,6.42
2019,12,7,0.66,6.55
2019,12,8,0.34,6.25
2019,12,9,0.25,6.19
2019,12,10,0.37,6.33
2019,12,11,-0.39,5.6
2019,12,12,0.4,6.42
2019,12,13,0.19,6.23
2019,12,14,0.16,6.22
2019,12,15,0.44,6.53
2019,12,16,-0.62,5.49
2019,12,17,-0.67,5.47
2019,12,18,0.09,6.25
2019,12,19,-0.05,6.14
2019,12,20,-0.02,6.2
2019,12,21,-0.27,5.97
2019,12,22,0.1,6.36
2019,12,23,0.17,6.46
2019,12,24,-0.01,6.31
2019,12,25,-0.29,6.05
2019,12,26,-0.95,5.41
2019,12,27,0.04,6.43
2019,12,28,0.19,6.6
2019,12,29,-0.03,6.42
2019,12,30,-0.57,5.9
2019,12,31,-0.03,6.46
2020,1,1,0.11,6.64
2020,1,2,0.35,6.91
2020,1,3,-0.5,6.08
2020,1,4,-0.26,6.34
2020,1,5,0.08,6.71
2020,1,6,-0.15,6.5
2020,1,7,-0.55,6.13
2020,1,8,-0.0,6.7
2020,1,9,0.07,6.8
2020,1,10,-0.08,6.67
2020,1,11,-0.02,6.77
2020,1,12,-0.16,6.65
2020,1,13,0.47,7.3
2020,1,14,-0.33,6.52
2020,1,15,-0.19,6.69
2020,1,16,0.05,6.95
2020,1,17,0.38,7.32
2020,1,18,-0.41,6.54
2020,1,19,-0.31,6.67
2020,1,20,-0.52,6.48
2020,1,21,0.24,7.28
2020,1,22,-0.11,6.94
2020,1,23,0.19,7.27
2020,1,24,0.61,7.71
